Source;Word;Article;Forms;Wortart;Genus;URL;nur_im_Plural
A1;möglich;;;Adjektiv;;https://www.dwds.de/wb/m%C3%B6glich;0.0
B1;möglicherweise;;;Adverb;;https://www.dwds.de/wb/m%C3%B6glicherweise;0.0
B1;möglichst;;;Adverb;;https://www.dwds.de/wb/m%C3%B6glichst;0.0
A1;müde;;;Adjektiv;;https://www.dwds.de/wb/m%C3%BCde;0.0
B1;mündlich;;;Adjektiv;;https://www.dwds.de/wb/m%C3%BCndlich;0.0
A1;müssen;;;Verb;;https://www.dwds.de/wb/m%C3%BCssen;0.0
A1,BW3;nach;;;Präposition;;https://www.dwds.de/wb/nach#1;0.0
B1,BW3;nachdem;;;Konjunktion;;https://www.dwds.de/wb/nachdem;0.0
B1;nachdenken;;;Verb;;https://www.dwds.de/wb/nachdenken;0.0
B1;nachher;;;Adverb;;https://www.dwds.de/wb/nachher;0.0
B1;nachschlagen;;;Verb;;https://www.dwds.de/wb/nachschlagen;0.0
B1;nah;;;Adjektiv;;https://www.dwds.de/wb/nah;0.0
B1;nahe;;;Adjektiv;;https://www.dwds.de/wb/nahe;0.0
A2,BW3;nass;;Nässe;Adjektiv;;https://www.dwds.de/wb/nass;0.0
B1;national;;;Adjektiv;;https://www.dwds.de/wb/national;0.0
A2;natürlich;;;Adjektiv;;https://www.dwds.de/wb/nat%C3%BCrlich;0.0
A2;nebelig;;;Adjektiv;;https://www.dwds.de/wb/nebelig;0.0
A2,BW3;neben;;;Präposition;;https://www.dwds.de/wb/neben;0.0
A2;nebenan;;;Adverb;;https://www.dwds.de/wb/nebenan;0.0
B1;nebenbei;;;Adverb;;https://www.dwds.de/wb/nebenbei;0.0
A2;neblig;;;Adjektiv;;https://www.dwds.de/wb/neblig;0.0
B1;negativ;;;Adjektiv;;https://www.dwds.de/wb/negativ;0.0
A1,BW3;nehmen;;du nimmst, ich nahm;Verb;;https://www.dwds.de/wb/nehmen;0.0
A1,BW1;nein;;;Partikel;;https://www.dwds.de/wb/nein;0.0
A2;nennen;;;Verb;;https://www.dwds.de/wb/nennen;0.0
A2;nervös;;;Adjektiv;;https://www.dwds.de/wb/nerv%C3%B6s;0.0
A2,BW3;nett;;;Adjektiv;;https://www.dwds.de/wb/nett;0.0
A1,BW1;neu;;;Adjektiv;;https://www.dwds.de/wb/neu;0.0
B1;neugierig;;;Adjektiv;;https://www.dwds.de/wb/neugierig;0.0
B1;neulich;;;Adverb;;https://www.dwds.de/wb/neulich;0.0
A1;neun;;;Kardinalzahlwort;;https://www.dwds.de/wb/neun;0.0
A1;neunzehn;;;Kardinalzahlwort;;https://www.dwds.de/wb/neunzehn;0.0
A1;neunzig;;;Kardinalzahlwort;;https://www.dwds.de/wb/neunzig;0.0
A1,BW3;nicht;;;Adverb;;https://www.dwds.de/wb/nicht;0.0
A1,BW3;nichts;;;Indefinitpronomen;;https://www.dwds.de/wb/nichts;0.0
BW3;nicken;;du nickst;;;;
A1,BW1;nie;;;Adverb;;https://www.dwds.de/wb/nie;0.0
B1;niedrig;;;Adjektiv;;https://www.dwds.de/wb/niedrig;0.0
BW3;niemals;;;;;;
A2;niemand;;;Indefinitpronomen;;https://www.dwds.de/wb/niemand;0.0
BW3;niemand(-);;;;;;
BW1;niesen;;;;;;
A2;nirgends;;;Adverb;;https://www.dwds.de/wb/nirgends;0.0
B1;nirgendwo;;;Adverb;;https://www.dwds.de/wb/nirgendwo;0.0
A1,BW3;noch;;;Adverb;;https://www.dwds.de/wb/noch#1;0.0
B1;noch mal;;;Adverb;;https://www.dwds.de/wb/noch%20mal#1;0.0
B1;nochmal;;;Adverb;;https://www.dwds.de/wb/nochmal#1;0.0
B1;nochmals;;;Adverb;;https://www.dwds.de/wb/nochmals;0.0
A1;normal;;;Adjektiv;;https://www.dwds.de/wb/normal;0.0
B1;normalerweise;;;Adverb;;https://www.dwds.de/wb/normalerweise;0.0
A2;notieren;;;Verb;;https://www.dwds.de/wb/notieren;0.0
A2;notwendig;;;Adjektiv;;https://www.dwds.de/wb/notwendig;0.0
B1,BW1;nun;;;Adverb;;https://www.dwds.de/wb/nun#1;0.0
A1,BW1;nur;;;Adverb;;https://www.dwds.de/wb/nur;0.0
B1;nutzen;;;Verb;;https://www.dwds.de/wb/nutzen;0.0
A1;nächst;;;Superlativ;;https://www.dwds.de/wb/n%C3%A4chst;0.0
A2,BW3;nächste;der;;Substantiv;mask.;https://www.dwds.de/wb/n%C3%A4chste;0.0
B1;nähen;;;Verb;;https://www.dwds.de/wb/n%C3%A4hen;0.0
B1;nähern;;;Verb;;https://www.dwds.de/wb/n%C3%A4hern;0.0
B1,BW3;nämlich;;;Konjunktion;;https://www.dwds.de/wb/n%C3%A4mlich#2;0.0
B1;nötig;;;Adjektiv;;https://www.dwds.de/wb/n%C3%B6tig;0.0
B1;nützen;;;Verb;;https://www.dwds.de/wb/n%C3%BCtzen;0.0
A2;nützlich;;;Adjektiv;;https://www.dwds.de/wb/n%C3%BCtzlich;0.0
B1,BW1;ob;;;Konjunktion;;https://www.dwds.de/wb/ob#1;0.0
A1,BW1;oben;;;Adverb;;https://www.dwds.de/wb/oben;0.0
B1;ober-;;;Affix;;https://www.dwds.de/wb/ober-;0.0
B1;obwohl;;;Konjunktion;;https://www.dwds.de/wb/obwohl;0.0
A1,BW1;oder;;;Konjunktion;;https://www.dwds.de/wb/oder;0.0
A2,BW3;offen;;;Adjektiv;;https://www.dwds.de/wb/offen;0.0
B1;offenbar;;;Adjektiv;;https://www.dwds.de/wb/offenbar;0.0
B1;offiziell;;;Adjektiv;;https://www.dwds.de/wb/offiziell;0.0
A1,BW1;oft;;;Adverb;;https://www.dwds.de/wb/oft;0.0
A1,BW3;ohne;;;;;https://www.dwds.de/wb/ohne;0.0
A2;online;;;Adverb;;https://www.dwds.de/wb/online;0.0
B1;operieren;;;Verb;;https://www.dwds.de/wb/operieren;0.0
B1;optimistisch;;;Adjektiv;;https://www.dwds.de/wb/optimistisch;0.0
B1;ordentlich;;;Adjektiv;;https://www.dwds.de/wb/ordentlich;0.0
B1;ordnen;;;Verb;;https://www.dwds.de/wb/ordnen;0.0
A2;organisieren;;;Verb;;https://www.dwds.de/wb/organisieren;0.0
B1;original;;;Adjektiv;;https://www.dwds.de/wb/original;0.0
A2;paar;;;Indefinitpronomen;;https://www.dwds.de/wb/paar;0.0
A2,BW1;packen;;du packst, Päckchen, Gepäck;Verb;;https://www.dwds.de/wb/packen;0.0
B1;parallel;;;Adjektiv;;https://www.dwds.de/wb/parallel;0.0
A2;parken;;;Verb;;https://www.dwds.de/wb/parken;0.0
B1;parkieren;;;Verb;;https://www.dwds.de/wb/parkieren;0.0
A2,BW3;passen;;du passt;Verb;;https://www.dwds.de/wb/passen;0.0
A2;passieren;;;Verb;;https://www.dwds.de/wb/passieren#2;0.0
B1;passiv;;;Adjektiv;;https://www.dwds.de/wb/passiv;0.0
B1;pauschal;;;Adjektiv;;https://www.dwds.de/wb/pauschal;0.0
B1;peinlich;;;Adjektiv;;https://www.dwds.de/wb/peinlich;0.0
B1;pensionieren;;;Verb;;https://www.dwds.de/wb/pensionieren;0.0
B1;per;;;Präposition;;https://www.dwds.de/wb/per;0.0
B1;perfekt;;;Adjektiv;;https://www.dwds.de/wb/perfekt;0.0
B1;persönlich;;;Adjektiv;;https://www.dwds.de/wb/pers%C3%B6nlich;0.0
B1;pflanzen;;;Verb;;https://www.dwds.de/wb/pflanzen#1;0.0
B1;pflegen;;;Verb;;https://www.dwds.de/wb/pflegen#1;0.0
BW3;pflücken;;du pflückst;;;;
A2;phantastisch;;;Adjektiv;;https://www.dwds.de/wb/phantastisch;0.0
A2;planen;;;Verb;;https://www.dwds.de/wb/planen;0.0
A2,BW3;plötzlich;;;Adjektiv;;https://www.dwds.de/wb/pl%C3%B6tzlich;0.0
B1;politisch;;;Adjektiv;;https://www.dwds.de/wb/politisch;0.0
B1;populär;;;Adjektiv;;https://www.dwds.de/wb/popul%C3%A4r;0.0
B1;positiv;;;Adjektiv;;https://www.dwds.de/wb/positiv;0.0
A2;praktisch;;;Adjektiv;;https://www.dwds.de/wb/praktisch;0.0
A2;preiswert;;;Adjektiv;;https://www.dwds.de/wb/preiswert;0.0
B1;prima;;;Adjektiv;;https://www.dwds.de/wb/prima;0.0
A2;privat;;;Adjektiv;;https://www.dwds.de/wb/privat;0.0
A2;pro;;;Präposition;;https://www.dwds.de/wb/pro#1;0.0
BW3;proben;;du probst, Probe;;;;
A2;probieren;;;Verb;;https://www.dwds.de/wb/probieren;0.0
B1;produzieren;;;Verb;;https://www.dwds.de/wb/produzieren;0.0
B1;prost;;;Interjektion;;https://www.dwds.de/wb/prost;0.0
B1;protestieren;;;Verb;;https://www.dwds.de/wb/protestieren;0.0
B1;präsentieren;;;Verb;;https://www.dwds.de/wb/pr%C3%A4sentieren;0.0
A2,BW3;prüfen;;du prüfst, Prüfung;Verb;;https://www.dwds.de/wb/pr%C3%BCfen;0.0
A2;putzen;;;Verb;;https://www.dwds.de/wb/putzen;0.0
A1,BW3;pünktlich;;Pünktlichkeit;Adjektiv;;https://www.dwds.de/wb/p%C3%BCnktlich;0.0
A1;qm;;;Symbol;;https://www.dwds.de/wb/qm;0.0
BW1;quaken;;er quakt;;;;
B1,BW3;quer;;;Adverb;;https://www.dwds.de/wb/quer;0.0
B1;rasieren;;;Verb;;https://www.dwds.de/wb/rasieren;0.0
A2,BW1;raten;;du rätst, ich riet;Verb;;https://www.dwds.de/wb/raten#1;0.0
A1;rauchen;;;Verb;;https://www.dwds.de/wb/rauchen;0.0
B1;rauf;;;Adverb;;https://www.dwds.de/wb/rauf;0.0
B1;rauf-;;;Affix;;https://www.dwds.de/wb/rauf-;0.0
A2;raus;;;Adverb;;https://www.dwds.de/wb/raus;0.0
B1;raus-;;;Affix;;https://www.dwds.de/wb/raus-;0.0
B1;reagieren;;;Verb;;https://www.dwds.de/wb/reagieren;0.0
B1;realisieren;;;Verb;;https://www.dwds.de/wb/realisieren;0.0
B1;realistisch;;;Adjektiv;;https://www.dwds.de/wb/realistisch;0.0
A2,BW1;rechnen;;du rechnest, Rechnung;Verb;;https://www.dwds.de/wb/rechnen;0.0
A2,B1;recht;;;Adjektiv;;https://www.dwds.de/wb/recht#2;0.0
B1;rechtlich;;;Adjektiv;;https://www.dwds.de/wb/rechtlich;0.0
A1,BW3;rechts;;;Adverb;;https://www.dwds.de/wb/rechts#1;0.0
B1;rechtzeitig;;;Adjektiv;;https://www.dwds.de/wb/rechtzeitig;0.0
A2,BW1;reden;;du redest;Verb;;https://www.dwds.de/wb/reden;0.0
B1;reduzieren;;;Verb;;https://www.dwds.de/wb/reduzieren;0.0
B1;regelmäßig;;;Adjektiv;;https://www.dwds.de/wb/regelm%C3%A4%C3%9Fig;0.0
B1;regeln;;;Verb;;https://www.dwds.de/wb/regeln;0.0
B1;regional;;;Adjektiv;;https://www.dwds.de/wb/regional;0.0
A1;regnen;;;Verb;;https://www.dwds.de/wb/regnen;0.0
A2,BW1;reich;;;Adjektiv;;https://www.dwds.de/wb/reich;0.0
B1;reichen;;;Verb;;https://www.dwds.de/wb/reichen;0.0
B1;reif;;;Adjektiv;;https://www.dwds.de/wb/reif;0.0
A2;rein;;;Adverb;;https://www.dwds.de/wb/rein#2;0.0
B1;reinigen;;;Verb;;https://www.dwds.de/wb/reinigen;0.0
A1;reisen;;;Verb;;https://www.dwds.de/wb/reisen;0.0
A2;reiten;;;Verb;;https://www.dwds.de/wb/reiten;0.0
B1;relativ;;;Adjektiv;;https://www.dwds.de/wb/relativ;0.0
B1,BW1;rennen;;du rennst, ich rannte;Verb;;https://www.dwds.de/wb/rennen;0.0
A2;renovieren;;;Verb;;https://www.dwds.de/wb/renovieren;0.0
A1;reparieren;;;Verb;;https://www.dwds.de/wb/reparieren;0.0
A2;reservieren;;;Verb;;https://www.dwds.de/wb/reservieren;0.0
B1,BW3;retten;;du rettest, Rettung;Verb;;https://www.dwds.de/wb/retten;0.0
A1;richtig;;;Adjektiv;;https://www.dwds.de/wb/richtig;0.0
A1,BW1;riechen;;du riechst, ich roch, Geruch;Verb;;https://www.dwds.de/wb/riechen;0.0
B1,BW3;riesig;;Riese;Adjektiv;;https://www.dwds.de/wb/riesig;0.0
B1;roh;;;Adjektiv;;https://www.dwds.de/wb/roh;0.0
A2;romantisch;;;Adjektiv;;https://www.dwds.de/wb/romantisch;0.0
A1,BW1;rot;;;Adjektiv;;https://www.dwds.de/wb/rot;0.0
A2,BW1;rufen;;du rufst, ich rief;Verb;;https://www.dwds.de/wb/rufen;0.0
A1;ruhig;;;Adjektiv;;https://www.dwds.de/wb/ruhig;0.0
A2,BW3;rund;;runde;Adjektiv;;https://www.dwds.de/wb/rund;0.0
B1;runterwerfen;;;Verb;;https://www.dwds.de/wb/runterwerfen;0.0
B1;rück-;;;Affix;;https://www.dwds.de/wb/r%C3%BCck-;0.0
B1;rückwärts;;;Adverb;;https://www.dwds.de/wb/r%C3%BCckw%C3%A4rts;0.0
A1,BW1;sagen;;du sagst;Verb;;https://www.dwds.de/wb/sagen;0.0
B1;salzig;;;Adjektiv;;https://www.dwds.de/wb/salzig;0.0
A2,BW3;sammeln;;du sammelst, Sammlung;Verb;;https://www.dwds.de/wb/sammeln;0.0
B1,BW3;satt;;;Adjektiv;;https://www.dwds.de/wb/satt;0.0
A2;sauber;;;Adjektiv;;https://www.dwds.de/wb/sauber;0.0
A2;sauer;;;Adjektiv;;https://www.dwds.de/wb/sauer;0.0
A2;schade;;;Adjektiv;;https://www.dwds.de/wb/schade;0.0
B1;schaden;;;Verb;;https://www.dwds.de/wb/schaden;0.0
A2,BW3;schaffen;;du schaffst;Verb;;https://www.dwds.de/wb/schaffen;0.0
B1;schalten;;;Verb;;https://www.dwds.de/wb/schalten#1;0.0
A2,BW3;scharf;;Schärfe;Adjektiv;;https://www.dwds.de/wb/scharf;0.0
B1;schauen;;;Verb;;https://www.dwds.de/wb/schauen;0.0
B1;scheiden;;;Verb;;https://www.dwds.de/wb/scheiden;0.0
A1;scheinen;;;Verb;;https://www.dwds.de/wb/scheinen;0.0
A2,BW1;schenken;;;Verb;;https://www.dwds.de/wb/schenken;0.0
B1;schick;;;Adjektiv;;https://www.dwds.de/wb/schick;0.0
A1,BW1;schicken;;du schickst;Verb;;https://www.dwds.de/wb/schicken#1;0.0
B1;schieben;;;Verb;;https://www.dwds.de/wb/schieben;0.0
B1;schief;;;Adjektiv;;https://www.dwds.de/wb/schief;0.0
B1;schießen;;;Verb;;https://www.dwds.de/wb/schie%C3%9Fen;0.0
A2;schimpfen;;;Verb;;https://www.dwds.de/wb/schimpfen;0.0
A1,BW1,BW3;schlafen;;du schläfst, er schläft, ich schlief, Schlaf;Verb;;https://www.dwds.de/wb/schlafen;0.0
BW3;schlagen;;du schlägst, er schlägt, ich schlug;;;;
B1;schlank;;;Adjektiv;;https://www.dwds.de/wb/schlank;0.0
A1;schlecht;;;Adjektiv;;https://www.dwds.de/wb/schlecht;0.0
A1,BW3;schließen;;du schließt, ich schloss;Verb;;https://www.dwds.de/wb/schlie%C3%9Fen;0.0
B1;schließlich;;;Adverb;;https://www.dwds.de/wb/schlie%C3%9Flich;0.0
A2,BW3;schlimm;;;Adjektiv;;https://www.dwds.de/wb/schlimm;0.0
B1;schmal;;;Adjektiv;;https://www.dwds.de/wb/schmal;0.0
A1,BW1;schmecken;;du schmeckst, Geschmack;Verb;;https://www.dwds.de/wb/schmecken;0.0
B1;schminken;;;Verb;;https://www.dwds.de/wb/schminken;0.0
A2,BW3;schmutzig;;Schmutz;Adjektiv;;https://www.dwds.de/wb/schmutzig;0.0
A2,BW1;schneiden;;du schneidest, ich schnitt;Verb;;https://www.dwds.de/wb/schneiden;0.0
A2,BW3;schneien;;es schneit;Verb;;https://www.dwds.de/wb/schneien;0.0
A1,BW3;schnell;;;Adjektiv;;https://www.dwds.de/wb/schnell;0.0
A1,BW1;schon;;;Adverb;;https://www.dwds.de/wb/schon;0.0
A2;schrecklich;;;Adjektiv;;https://www.dwds.de/wb/schrecklich;0.0
A1,BW1;schreiben;;du schreibst, ich schrieb;Verb;;https://www.dwds.de/wb/schreiben;0.0
B1,BW3;schreien;;du schreist, ich schrie;Verb;;https://www.dwds.de/wb/schreien;0.0
A2;schriftlich;;;Adjektiv;;https://www.dwds.de/wb/schriftlich;0.0
B1;schuld;;;Adjektiv;;https://www.dwds.de/wb/schuld;0.0
B1;schuldig;;;Adjektiv;;https://www.dwds.de/wb/schuldig;0.0
A2;schwach;;;Adjektiv;;https://www.dwds.de/wb/schwach;0.0
A2;schwanger;;;Adjektiv;;https://www.dwds.de/wb/schwanger;0.0
A1,BW1;schwarz;;;Adjektiv;;https://www.dwds.de/wb/schwarz;0.0
B1;schweigen;;;Verb;;https://www.dwds.de/wb/schweigen;0.0
A1,BW1;schwer;;;Adjektiv;;https://www.dwds.de/wb/schwer;0.0
B1;schwieger-;;;Affix;;https://www.dwds.de/wb/schwieger-;0.0
A2;schwierig;;;Adjektiv;;https://www.dwds.de/wb/schwierig;0.0
A1,BW3;schwimmen;;du schwimmst, ich schwamm;Verb;;https://www.dwds.de/wb/schwimmen;0.0
B1,BW3;schwitzen;;du schwitzt;Verb;;https://www.dwds.de/wb/schwitzen;0.0
A2;schädlich;;;Adjektiv;;https://www.dwds.de/wb/sch%C3%A4dlich;0.0
B1;schätzen;;;Verb;;https://www.dwds.de/wb/sch%C3%A4tzen;0.0
A1,BW1;schön;;;Adjektiv;;https://www.dwds.de/wb/sch%C3%B6n;0.0
B1;schütteln;;;Verb;;https://www.dwds.de/wb/sch%C3%BCtteln;0.0
B1;schützen;;;Verb;;https://www.dwds.de/wb/sch%C3%BCtzen;0.0
A1,BW1;sechs;;;Kardinalzahlwort;;https://www.dwds.de/wb/sechs;0.0
A1;sechzehn;;;Kardinalzahlwort;;https://www.dwds.de/wb/sechzehn;0.0
A1;sechzig;;;Kardinalzahlwort;;https://www.dwds.de/wb/sechzig;0.0
A1,BW3;sehen;;du siehst, ich sah;Verb;;https://www.dwds.de/wb/sehen;0.0
A1,BW3;sehr;;;Adverb;;https://www.dwds.de/wb/sehr;0.0
A1;sein;;;Possessivpronomen;;https://www.dwds.de/wb/sein#1;0.0
BW3;sein(-);;;;;;
A1,BW3;seit;;;;;https://www.dwds.de/wb/seit;0.0
B1;seitdem;;;;;https://www.dwds.de/wb/seitdem;0.0
B1;selb;;;Demonstrativpronomen;;https://www.dwds.de/wb/selb;0.0
B1;selber;;;Demonstrativpronomen;;https://www.dwds.de/wb/selber;0.0
A2;selbst;;;Pronomen;;https://www.dwds.de/wb/selbst#1;0.0
A1;selbstständig;;;Adjektiv;;https://www.dwds.de/wb/selbstst%C3%A4ndig;0.0
B1;selbstverständlich;;;Adjektiv;;https://www.dwds.de/wb/selbstverst%C3%A4ndlich;0.0
A1;selbständig;;;Adjektiv;;https://www.dwds.de/wb/selbst%C3%A4ndig;0.0
B1;selten;;;Adjektiv;;https://www.dwds.de/wb/selten;0.0
B1;seltsam;;;Adjektiv;;https://www.dwds.de/wb/seltsam;0.0
B1;senden;;;Verb;;https://www.dwds.de/wb/senden;0.0
B1;senkrecht;;;Adjektiv;;https://www.dwds.de/wb/senkrecht;0.0
A2;setzen;;;Verb;;https://www.dwds.de/wb/setzen;0.0
A1,BW3;sich;;;Reflexivpronomen;;https://www.dwds.de/wb/sich;0.0
B1;sicher;;;Adjektiv;;https://www.dwds.de/wb/sicher;0.0
B1;sichern;;;Verb;;https://www.dwds.de/wb/sichern;0.0
B1;sichtbar;;;Adjektiv;;https://www.dwds.de/wb/sichtbar;0.0
A1,BW1;sie;;;Personalpronomen;;https://www.dwds.de/wb/sie;0.0
A1;sieben;;;Kardinalzahlwort;;https://www.dwds.de/wb/sieben#2;0.0
A1;siebenzig;;;Kardinalzahlwort;;https://www.dwds.de/wb/siebenzig;0.0
A1;siebzehn;;;Kardinalzahlwort;;https://www.dwds.de/wb/siebzehn;0.0
A1;siebzig;;;Kardinalzahlwort;;https://www.dwds.de/wb/siebzig;0.0
B1;siegen;;;Verb;;https://www.dwds.de/wb/siegen;0.0
B1;siezen;;;Verb;;https://www.dwds.de/wb/siezen;0.0
A2,BW1;singen;;du singst, ich sang, Gesang;Verb;;https://www.dwds.de/wb/singen;0.0
B1,BW1;sinken;;du sinkst, ich sank;Verb;;https://www.dwds.de/wb/sinken;0.0
B1;sinnlos;;;Adjektiv;;https://www.dwds.de/wb/sinnlos;0.0
B1;sinnvoll;;;Adjektiv;;https://www.dwds.de/wb/sinnvoll;0.0
A1,BW1;sitzen;;du sitzt, ich saß, Sitz;Verb;;https://www.dwds.de/wb/sitzen;0.0
A1,BW1;so;;;;;https://www.dwds.de/wb/so;0.0
B1;so dass;;;Konjunktion;;https://www.dwds.de/wb/so%20dass;0.0
B1;so genannt;;;Adjektiv;;https://www.dwds.de/wb/so%20genannt;0.0
B1;so viel;;;Konjunktion;;https://www.dwds.de/wb/so%20viel#1;0.0
B1;sobald;;;Konjunktion;;https://www.dwds.de/wb/sobald;0.0
B1;sodass;;;Konjunktion;;https://www.dwds.de/wb/sodass;0.0
A1;sofort;;;Adverb;;https://www.dwds.de/wb/sofort;0.0
A2,BW3;sogar;;;Adverb;;https://www.dwds.de/wb/sogar;0.0
B1;sogenannt;;;Adjektiv;;https://www.dwds.de/wb/sogenannt;0.0
B1;solange;;;Konjunktion;;https://www.dwds.de/wb/solange;0.0
B1;solch;;;Demonstrativpronomen;;https://www.dwds.de/wb/solch;0.0
BW3;solch(-);;;;;;
A1,BW1;sollen;;du sollst, ich sollte;Verb;;https://www.dwds.de/wb/sollen;0.0
B1;sonder-;;;Affix;;https://www.dwds.de/wb/sonder-;0.0
B1,BW3;sondern;;;Konjunktion;;https://www.dwds.de/wb/sondern#2;0.0
A2;sonnig;;;Adjektiv;;https://www.dwds.de/wb/sonnig;0.0
A2;sonst;;;Adverb;;https://www.dwds.de/wb/sonst;0.0
B1;sorgen;;;Verb;;https://www.dwds.de/wb/sorgen;0.0
B1;soviel;;;Konjunktion;;https://www.dwds.de/wb/soviel#1;0.0
B1;sowieso;;;Partikel;;https://www.dwds.de/wb/sowieso;0.0
B1;sowohl;;;Konjunktion;;https://www.dwds.de/wb/sowohl;0.0
B1;sozial;;;Adjektiv;;https://www.dwds.de/wb/sozial;0.0
A2;spannend;;;partizipiales Adjektiv;;https://www.dwds.de/wb/spannend;0.0
A2,BW1;sparen;;du sparst;Verb;;https://www.dwds.de/wb/sparen;0.0
B1;sparsam;;;Adjektiv;;https://www.dwds.de/wb/sparsam;0.0
A2;spazieren;;;Verb;;https://www.dwds.de/wb/spazieren;0.0
B1;spazieren gehen;;;Verb;;https://www.dwds.de/wb/spazieren%20gehen;0.0
B1;spezial-;;;Affix;;https://www.dwds.de/wb/spezial-;0.0
B1;speziell;;;Adjektiv;;https://www.dwds.de/wb/speziell;0.0
A1;spielen;;;Verb;;https://www.dwds.de/wb/spielen;0.0
B1;spitz;;;Adjektiv;;https://www.dwds.de/wb/spitz;0.0
A2,BW3;sportlich;;Sport;Adjektiv;;https://www.dwds.de/wb/sportlich;0.0
A1,BW3;sprechen;;du sprichst, ich sprach;Verb;;https://www.dwds.de/wb/sprechen;0.0
B1,BW3;springen;;du springst, ich sprang, Sprung;Verb;;https://www.dwds.de/wb/springen;0.0
BW3;spritzen;;du spritzt, ich spritzte, Spritze;;;;
A1,BW3;spät;;später;Adjektiv;;https://www.dwds.de/wb/sp%C3%A4t;0.0
A1;später;;;Adjektiv;;https://www.dwds.de/wb/sp%C3%A4ter;0.0
B1;spätestens;;;Adverb;;https://www.dwds.de/wb/sp%C3%A4testens;0.0
B1,BW1;spülen;;du spülst;Verb;;https://www.dwds.de/wb/sp%C3%BClen;0.0
B1;spüren;;;Verb;;https://www.dwds.de/wb/sp%C3%BCren;0.0
A1;st;;;Symbol;;https://www.dwds.de/wb/st#2;0.0
B1;stammen;;;Verb;;https://www.dwds.de/wb/stammen;0.0
A2,BW3;stark;;Stärke;Adjektiv;;https://www.dwds.de/wb/stark;0.0
B1;starten;;;Verb;;https://www.dwds.de/wb/starten;0.0
B1;statistisch;;;Adjektiv;;https://www.dwds.de/wb/statistisch;0.0
B1;statt;;;Präposition;;https://www.dwds.de/wb/statt#2;0.0
A2;stattfinden;;;Verb;;https://www.dwds.de/wb/stattfinden;0.0
B1;staubsaugen;;;Verb;;https://www.dwds.de/wb/staubsaugen;0.0
BW1;staunen;;du staunst;;;;
B1;stechen;;;Verb;;https://www.dwds.de/wb/stechen;0.0
B1;stecken;;;Verb;;https://www.dwds.de/wb/stecken#1;0.0
A1,BW3;stehen;;du stehst, ich stand;Verb;;https://www.dwds.de/wb/stehen;0.0
B1;stehen bleiben;;;Verb;;https://www.dwds.de/wb/stehen%20bleiben;0.0
B1;stehenbleiben;;;Verb;;https://www.dwds.de/wb/stehenbleiben;0.0
B1,BW3;stehlen;;du stiehlst, ich stahl;Verb;;https://www.dwds.de/wb/stehlen;0.0
B1;steigen;;;Verb;;https://www.dwds.de/wb/steigen;0.0
B1;steil;;;Adjektiv;;https://www.dwds.de/wb/steil;0.0
A1,BW3;stellen;;du stellst;Verb;;https://www.dwds.de/wb/stellen;0.0
A2;sterben;;;Verb;;https://www.dwds.de/wb/sterben;0.0
B1;stilistisch;;;Adjektiv;;https://www.dwds.de/wb/stilistisch;0.0
B1,BW3;still;;;Adjektiv;;https://www.dwds.de/wb/still;0.0
B1,BW3;stimmen;;es stimmt;Verb;;https://www.dwds.de/wb/stimmen;0.0
B1;stinken;;;Verb;;https://www.dwds.de/wb/stinken;0.0
B1;stolz;;;Adjektiv;;https://www.dwds.de/wb/stolz;0.0
B1;stoppen;;;Verb;;https://www.dwds.de/wb/stoppen;0.0
B1;strafbar;;;Adjektiv;;https://www.dwds.de/wb/strafbar;0.0
BW3;streicheln;;du streichelst;;;;
BW3;streichen;;du streichst, ich strich;;;;
B1;streiken;;;Verb;;https://www.dwds.de/wb/streiken;0.0
A2,BW3;streiten;;du streitest, ich stritt, Streit;Verb;;https://www.dwds.de/wb/streiten;0.0
A2,BW3;streng;;;Adjektiv;;https://www.dwds.de/wb/streng;0.0
A2;stressig;;;Adjektiv;;https://www.dwds.de/wb/stressig;0.0
A1;studieren;;;Verb;;https://www.dwds.de/wb/studieren;0.0
B1,BW3;stumm;;;Adjektiv;;https://www.dwds.de/wb/stumm;0.0
B1;städtisch;;;Adjektiv;;https://www.dwds.de/wb/st%C3%A4dtisch;0.0
B1;ständig;;;Adjektiv;;https://www.dwds.de/wb/st%C3%A4ndig;0.0
A2,BW1;stören;;du störst, Störung;Verb;;https://www.dwds.de/wb/st%C3%B6ren;0.0
B1;stürzen;;;Verb;;https://www.dwds.de/wb/st%C3%BCrzen;0.0
A1,BW1;suchen;;du suchst, Suche;Verb;;https://www.dwds.de/wb/suchen;0.0
A2;super;;;Adjektiv;;https://www.dwds.de/wb/super;0.0
A2;surfen;;;Verb;;https://www.dwds.de/wb/surfen;0.0
A2;sympathisch;;;Adjektiv;;https://www.dwds.de/wb/sympathisch;0.0
B1;sämtlich;;;Indefinitpronomen;;https://www.dwds.de/wb/s%C3%A4mtlich;0.0
B1;süchtig;;;Adjektiv;;https://www.dwds.de/wb/s%C3%BCchtig;0.0
A2,BW3;süß;;;Adjektiv;;https://www.dwds.de/wb/s%C3%BC%C3%9F;0.0
B1;tanken;;;Verb;;https://www.dwds.de/wb/tanken;0.0
A1;tanzen;;;Verb;;https://www.dwds.de/wb/tanzen;0.0
B1;tatsächlich;;;Adjektiv;;https://www.dwds.de/wb/tats%C3%A4chlich;0.0
B1;taub;;;Adjektiv;;https://www.dwds.de/wb/taub;0.0
